make,model,release_date,transmission_type,size,style,price,isDeleted
Chrysler,300,2016,AUTOMATIC,Large,Sedan,42690,FALSE
Chrysler,300,2016,AUTOMATIC,Large,Sedan,38555,FALSE
Chrysler,300,2016,AUTOMATIC,Large,Sedan,35255,FALSE
Chrysler,300,2016,AUTOMATIC,Large,Sedan,38590,FALSE
Chrysler,300,2016,AUTOMATIC,Large,Sedan,34760,FALSE
Chrysler,300,2017,AUTOMATIC,Large,Sedan,41135,FALSE
Chrysler,300,2017,AUTOMATIC,Large,Sedan,45270,FALSE
Chrysler,300,2017,AUTOMATIC,Large,Sedan,38670,FALSE
Chrysler,300,2017,AUTOMATIC,Large,Sedan,38635,FALSE
Chrysler,300,2017,AUTOMATIC,Large,Sedan,36170,FALSE
Chrysler,300,2017,AUTOMATIC,Large,Sedan,38175,FALSE
Chrysler,300,2017,AUTOMATIC,Large,Sedan,32340,FALSE
Chrysler,300,2017,AUTOMATIC,Large,Sedan,42770,FALSE
Chrysler,300,2017,AUTOMATIC,Large,Sedan,34840,FALSE
Chrysler,300,2017,AUTOMATIC,Large,Sedan,35675,FALSE
Chrysler,300M,2002,AUTOMATIC,Large,Sedan,32065,FALSE
Chrysler,300M,2002,AUTOMATIC,Large,Sedan,28540,FALSE
Chrysler,300M,2003,AUTOMATIC,Large,Sedan,32315,FALSE
Chrysler,300M,2003,AUTOMATIC,Large,Sedan,28885,FALSE
Chrysler,300M,2004,AUTOMATIC,Large,Sedan,29185,FALSE
Chrysler,300M,2004,AUTOMATIC,Large,Sedan,32615,FALSE
Nissan,300ZX,1994,MANUAL,Compact,Convertible,2847,FALSE
Nissan,300ZX,1994,MANUAL,Compact,Coupe,2488,FALSE
Nissan,300ZX,1994,MANUAL,Compact,2dr Hatchback,2683,FALSE
Nissan,300ZX,1994,MANUAL,Compact,Coupe,2553,FALSE
Nissan,300ZX,1995,MANUAL,Compact,Coupe,3049,FALSE
Nissan,300ZX,1995,MANUAL,Compact,Coupe,2774,FALSE
Nissan,300ZX,1995,MANUAL,Compact,Coupe,2702,FALSE
Nissan,300ZX,1995,MANUAL,Compact,Convertible,3101,FALSE
Nissan,300ZX,1996,MANUAL,Compact,Coupe,3510,FALSE
Nissan,300ZX,1996,MANUAL,Compact,Coupe,3107,FALSE
Nissan,300ZX,1996,MANUAL,Compact,Convertible,3624,FALSE
Nissan,300ZX,1996,MANUAL,Compact,Coupe,3185,FALSE
Mazda,323,1992,MANUAL,Compact,2dr Hatchback,2000,FALSE
Mazda,323,1992,MANUAL,Compact,2dr Hatchback,2000,FALSE
Mazda,323,1993,MANUAL,Compact,2dr Hatchback,2000,FALSE
Mazda,323,1993,MANUAL,Compact,2dr Hatchback,2000,FALSE
Mazda,323,1994,MANUAL,Compact,2dr Hatchback,2000,FALSE
Mercedes-Benz,350-Class,1990,AUTOMATIC,Large,Sedan,2144,FALSE
Mercedes-Benz,350-Class,1990,AUTOMATIC,Large,Sedan,2098,FALSE
Mercedes-Benz,350-Class,1991,AUTOMATIC,Large,Sedan,2178,FALSE
Mercedes-Benz,350-Class,1991,AUTOMATIC,Large,Sedan,2311,FALSE
Nissan,350Z,2007,AUTOMATIC,Compact,Convertible,36550,FALSE
Nissan,350Z,2007,AUTOMATIC,Compact,Convertible,41250,FALSE
Nissan,350Z,2007,AUTOMATIC,Compact,Coupe,30600,FALSE
Nissan,350Z,2007,AUTOMATIC,Compact,Coupe,37100,FALSE
Nissan,350Z,2007,MANUAL,Compact,Coupe,27900,FALSE
Nissan,350Z,2007,MANUAL,Compact,Coupe,32700,FALSE
Nissan,350Z,2007,MANUAL,Compact,Convertible,40250,FALSE
Nissan,350Z,2007,MANUAL,Compact,Convertible,35550,FALSE
Nissan,350Z,2007,MANUAL,Compact,Coupe,36100,FALSE
Nissan,350Z,2007,AUTOMATIC,Compact,Coupe,33200,FALSE
Nissan,350Z,2007,MANUAL,Compact,Convertible,37900,FALSE
Nissan,350Z,2007,MANUAL,Compact,Coupe,29600,FALSE
Nissan,350Z,2007,MANUAL,Compact,Coupe,38070,FALSE
Nissan,350Z,2007,AUTOMATIC,Compact,Convertible,38900,FALSE
Nissan,350Z,2008,AUTOMATIC,Compact,Coupe,33840,FALSE
Nissan,350Z,2008,MANUAL,Compact,Convertible,38630,FALSE
Nissan,350Z,2008,AUTOMATIC,Compact,Convertible,39630,FALSE
Nissan,350Z,2008,AUTOMATIC,Compact,Coupe,37740,FALSE
Nissan,350Z,2008,AUTOMATIC,Compact,Convertible,41980,FALSE
Nissan,350Z,2008,MANUAL,Compact,Convertible,36280,FALSE
Nissan,350Z,2008,MANUAL,Compact,Coupe,36740,FALSE
Nissan,350Z,2008,MANUAL,Compact,Convertible,40980,FALSE
Nissan,350Z,2008,MANUAL,Compact,Coupe,38680,FALSE
Nissan,350Z,2008,MANUAL,Compact,Coupe,28510,FALSE
Nissan,350Z,2008,MANUAL,Compact,Coupe,30210,FALSE
Nissan,350Z,2008,AUTOMATIC,Compact,Coupe,31210,FALSE
Nissan,350Z,2008,MANUAL,Compact,Coupe,33340,FALSE
Nissan,350Z,2008,AUTOMATIC,Compact,Convertible,37280,FALSE
Nissan,350Z,2009,MANUAL,Compact,Convertible,41570,FALSE
Nissan,350Z,2009,MANUAL,Compact,Convertible,36870,FALSE
Nissan,350Z,2009,AUTOMATIC,Compact,Convertible,42570,FALSE
Nissan,350Z,2009,AUTOMATIC,Compact,Convertible,37870,FALSE
Nissan,350Z,2009,MANUAL,Compact,Convertible,39220,FALSE
Nissan,350Z,2009,AUTOMATIC,Compact,Convertible,40220,FALSE
Ferrari,360,2002,MANUAL,Compact,Convertible,160829,FALSE
Ferrari,360,2002,MANUAL,Compact,Coupe,140615,FALSE
Ferrari,360,2002,AUTOMATED_MANUAL,Compact,Coupe,150694,FALSE
Ferrari,360,2002,AUTOMATED_MANUAL,Compact,Convertible,170829,FALSE
Ferrari,360,2003,MANUAL,Compact,Convertible,165986,FALSE
Ferrari,360,2003,AUTOMATED_MANUAL,Compact,Coupe,154090,FALSE
Ferrari,360,2003,MANUAL,Compact,Coupe,143860,FALSE
Ferrari,360,2003,AUTOMATED_MANUAL,Compact,Convertible,176287,FALSE
Ferrari,360,2004,AUTOMATED_MANUAL,Compact,Coupe,157767,FALSE
Ferrari,360,2004,AUTOMATED_MANUAL,Compact,Coupe,187124,FALSE
Ferrari,360,2004,MANUAL,Compact,Coupe,147332,FALSE
Ferrari,360,2004,MANUAL,Compact,Convertible,169900,FALSE
Ferrari,360,2004,AUTOMATED_MANUAL,Compact,Convertible,180408,FALSE
Nissan,370Z,2015,AUTOMATIC,Compact,Coupe,46790,FALSE
Nissan,370Z,2015,MANUAL,Compact,Convertible,48100,FALSE
Nissan,370Z,2015,MANUAL,Compact,Coupe,29990,FALSE
Nissan,370Z,2015,AUTOMATIC,Compact,Convertible,41820,FALSE
Nissan,370Z,2015,AUTOMATIC,Compact,Coupe,31290,FALSE
Nissan,370Z,2015,AUTOMATIC,Compact,Coupe,34870,FALSE
Nissan,370Z,2015,MANUAL,Compact,Coupe,33570,FALSE
Nissan,370Z,2015,AUTOMATIC,Compact,Convertible,46570,FALSE
Nissan,370Z,2015,MANUAL,Compact,Coupe,37970,FALSE
Nissan,370Z,2015,MANUAL,Compact,Coupe,37070,FALSE
Nissan,370Z,2015,AUTOMATIC,Compact,Convertible,49400,FALSE
Nissan,370Z,2015,MANUAL,Compact,Convertible,45270,FALSE
Nissan,370Z,2015,AUTOMATIC,Compact,Coupe,39270,FALSE
Nissan,370Z,2015,MANUAL,Compact,Coupe,45490,FALSE
Nissan,370Z,2015,MANUAL,Compact,Coupe,41990,FALSE
Nissan,370Z,2015,AUTOMATIC,Compact,Coupe,38370,FALSE
Nissan,370Z,2015,AUTOMATIC,Compact,Coupe,43290,FALSE
Nissan,370Z,2016,AUTOMATIC,Compact,Convertible,41820,FALSE
Nissan,370Z,2016,MANUAL,Compact,Convertible,48100,FALSE
Nissan,370Z,2016,AUTOMATIC,Compact,Coupe,43290,FALSE
Nissan,370Z,2016,AUTOMATIC,Compact,Coupe,39270,FALSE
Nissan,370Z,2016,AUTOMATIC,Compact,Coupe,34870,FALSE
Nissan,370Z,2016,MANUAL,Compact,Coupe,41990,FALSE
Nissan,370Z,2016,AUTOMATIC,Compact,Coupe,38370,FALSE
Nissan,370Z,2016,MANUAL,Compact,Convertible,45270,FALSE
Nissan,370Z,2016,MANUAL,Compact,Coupe,45490,FALSE
Nissan,370Z,2016,MANUAL,Compact,Coupe,29990,FALSE
Nissan,370Z,2016,AUTOMATIC,Compact,Convertible,46570,FALSE
Nissan,370Z,2016,AUTOMATIC,Compact,Coupe,46790,FALSE
Nissan,370Z,2016,AUTOMATIC,Compact,Convertible,49400,FALSE
Nissan,370Z,2016,MANUAL,Compact,Coupe,37070,FALSE
Nissan,370Z,2016,AUTOMATIC,Compact,Coupe,31290,FALSE
Nissan,370Z,2016,MANUAL,Compact,Coupe,37970,FALSE
Nissan,370Z,2016,MANUAL,Compact,Coupe,33570,FALSE
Nissan,370Z,2017,MANUAL,Compact,Coupe,37970,FALSE
Nissan,370Z,2017,AUTOMATIC,Compact,Coupe,38370,FALSE
Nissan,370Z,2017,AUTOMATIC,Compact,Coupe,34870,FALSE
Nissan,370Z,2017,MANUAL,Compact,Coupe,29990,FALSE
Nissan,370Z,2017,MANUAL,Compact,Coupe,45490,FALSE
Nissan,370Z,2017,MANUAL,Compact,Coupe,41990,FALSE
Nissan,370Z,2017,MANUAL,Compact,Convertible,45270,FALSE
Nissan,370Z,2017,MANUAL,Compact,Coupe,33570,FALSE
Nissan,370Z,2017,MANUAL,Compact,Convertible,48100,FALSE
Nissan,370Z,2017,AUTOMATIC,Compact,Coupe,39270,FALSE
Nissan,370Z,2017,AUTOMATIC,Compact,Convertible,46570,FALSE
Nissan,370Z,2017,AUTOMATIC,Compact,Convertible,49400,FALSE
Nissan,370Z,2017,MANUAL,Compact,Coupe,37070,FALSE
Nissan,370Z,2017,AUTOMATIC,Compact,Convertible,41820,FALSE
Nissan,370Z,2017,AUTOMATIC,Compact,Coupe,46790,FALSE
Nissan,370Z,2017,AUTOMATIC,Compact,Coupe,43290,FALSE
Nissan,370Z,2017,AUTOMATIC,Compact,Coupe,31290,FALSE
Mazda,3,2015,MANUAL,Compact,Sedan,25045,FALSE
Mazda,3,2015,AUTOMATIC,Compact,Sedan,26095,FALSE
Mazda,3,2015,AUTOMATIC,Compact,Sedan,23795,FALSE
Mazda,3,2015,MANUAL,Compact,Sedan,19595,FALSE
Mazda,3,2015,MANUAL,Compact,Sedan,18445,FALSE
Mazda,3,2015,MANUAL,Compact,Sedan,23845,FALSE
Mazda,3,2015,AUTOMATIC,Compact,4dr Hatchback,25395,FALSE
Mazda,3,2015,AUTOMATIC,Compact,Sedan,24895,FALSE
Mazda,3,2015,MANUAL,Compact,4dr Hatchback,25545,FALSE
Mazda,3,2015,AUTOMATIC,Compact,4dr Hatchback,24295,FALSE
Mazda,3,2015,AUTOMATIC,Compact,Sedan,19495,FALSE
